"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
47 " Self-Employed" 13 " Single" " Sales" " White" " Male" 35 44.6
68 " Private" 13 " Widowed" " Sales" " White" " Male" 35 50.88
32 " Private" 9 " Married" " Service" " Other" " Female" 40 30.89
39 " Private" 5 " Married" " Blue-Collar" " White" " Male" 43 52.97
37 " Private" 12 " Divorced" " White-Collar" " White" " Female" 48 44.03
29 " Private" 9 " Single" " Service" " White" " Female" 40 35.69
44 " Private" 9 " Married" " Blue-Collar" " Other" " Male" 40 45.49
46 " Private" 15 " Married" " Professional" " White" " Male" 40 57.65
40 " Self-Employed" 5 " Married" " Blue-Collar" " White" " Male" 40 50.39
19 " Other/Unknown" 9 " Single" " Other/Unknown" " Black" " Male" 35 38.56
65 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 30 51.22
52 " Government" 13 " Married" " White-Collar" " White" " Female" 40 52.4
40 " Private" 13 " Married" " White-Collar" " White" " Male" 40 59.1
61 " Private" 5 " Divorced" " Service" " White" " Male" 40 49.68
30 " Private" 9 " Married" " White-Collar" " White" " Male" 50 55.39
61 " Self-Employed" 7 " Married" " Service" " White" " Male" 40 49.46
33 " Private" 11 " Married" " Blue-Collar" " White" " Male" 84 58.92
32 " Government" 13 " Married" " Professional" " White" " Male" 65 61.89
32 " Private" 12 " Single" " White-Collar" " White" " Female" 40 40.74
32 " Self-Employed" 13 " Divorced" " Professional" " White" " Male" 35 46.65
37 " Private" 9 " Divorced" " Sales" " White" " Male" 40 46.8
53 " Private" 7 " Married" " Blue-Collar" " White" " Male" 45 54.77
51 " Self-Employed" 14 " Married" " Sales" " White" " Male" 40 48.38
29 " Private" 11 " Single" " Sales" " Black" " Male" 45 39.4
48 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.79
69 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 55.98
28 " Private" 14 " Single" " Service" " White" " Female" 40 40.75
55 " Government" 13 " Widowed" " Professional" " White" " Female" 40 42.38
45 " Private" 11 " Married" " Blue-Collar" " White" " Male" 40 54.92
18 " Private" 10 " Single" " Service" " White" " Female" 20 37.25
60 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 54.17
38 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 56.3
19 " Private" 10 " Single" " White-Collar" " White" " Male" 10 51.16
18 " Private" 7 " Single" " Blue-Collar" " White" " Male" 25 51.85
33 " Private" 10 " Married" " Service" " White" " Male" 40 53.42
33 " Private" 10 " Divorced" " Service" " White" " Female" 40 36.74
29 " Private" 14 " Single" " Professional" " White" " Female" 45 38.67
37 " Private" 10 " Married" " Sales" " White" " Male" 45 52.7
50 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 60.08
19 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 10 42.93
28 " Private" 6 " Widowed" " White-Collar" " White" " Female" 35 43.01
43 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Female" 7 35.94
23 " Private" 10 " Single" " Service" " White" " Female" 35 37.84
47 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 53.13
21 " Private" 10 " Single" " Service" " White" " Male" 35 46.33
19 " Private" 10 " Single" " Service" " White" " Female" 12 33.34
47 " Government" 13 " Married" " Professional" " White" " Female" 50 48.55
36 " Government" 14 " Married" " Professional" " White" " Male" 40 56.29
62 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 60 53.2
65 " Private" 9 " Married" " Service" " White" " Male" 40 52.95
46 " Self-Employed" 15 " Married" " Professional" " White" " Male" 45 52.02
35 " Private" 7 " Single" " Blue-Collar" " White" " Male" 40 48.19
50 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 57.57
20 " Private" 10 " Single" " Sales" " White" " Female" 6 37.9
17 " Private" 7 " Single" " White-Collar" " White" " Female" 16 38.25
33 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 54.17
57 " Other/Unknown" 10 " Divorced" " Other/Unknown" " White" " Female" 40 35.75
53 " Self-Employed" 13 " Married" " Professional" " White" " Male" 50 51.4
47 " Self-Employed" 13 " Married" " Sales" " White" " Male" 40 49.99
62 " Self-Employed" 14 " Married" " Sales" " White" " Male" 35 51.98
35 " Private" 9 " Divorced" " Service" " Black" " Male" 40 40.09
27 " Private" 13 " Single" " White-Collar" " White" " Female" 43 42.59
23 " Private" 9 " Single" " Service" " White" " Male" 50 49.11
27 " Private" 14 " Single" " Professional" " White" " Female" 45 38.16
39 " Private" 11 " Divorced" " White-Collar" " White" " Female" 40 42.36
25 " Private" 13 " Married" " White-Collar" " Black" " Female" 38 47.72
24 " Private" 10 " Single" " White-Collar" " Black" " Female" 20 41.93
23 " Private" 9 " Married" " Service" " White" " Male" 40 51
29 " Private" 13 " Married" " Professional" " White" " Female" 35 43.54
30 " Private" 13 " Married" " Professional" " White" " Female" 38 44.31
34 " Private" 9 " Separated" " Blue-Collar" " White" " Male" 45 55.01
32 " Private" 6 " Separated" " Blue-Collar" " White" " Female" 40 40.53
18 " Private" 7 " Single" " Service" " Black" " Male" 23 37.46
20 " Private" 11 " Single" " Sales" " Black" " Female" 35 34.64
38 " Government" 13 " Married" " Professional" " White" " Male" 45 56.27
18 " Private" 8 " Single" " Service" " White" " Female" 20 38.95
41 " Private" 5 " Married" " Blue-Collar" " White" " Male" 40 52.92
21 " Private" 11 " Single" " Service" " White" " Female" 50 36.71
36 " Government" 9 " Married" " Service" " White" " Male" 48 54.8
61 " Private" 10 " Divorced" " Service" " White" " Female" 30 37.37
30 " Private" 10 " Married" " Blue-Collar" " White" " Male" 48 56.21
26 " Private" 10 " Married" " White-Collar" " White" " Male" 40 62.26
27 " Private" 13 " Married" " Service" " White" " Female" 40 38.2
45 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 57.86
47 " Private" 9 " Divorced" " White-Collar" " White" " Female" 38 43.65
19 " Private" 10 " Single" " White-Collar" " White" " Female" 10 42.69
29 " Private" 9 " Single" " White-Collar" " White" " Female" 55 41.57
51 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 70 59.62
34 " Government" 12 " Married" " Professional" " White" " Male" 60 59.29
42 " Self-Employed" 9 " Married" " Sales" " White" " Male" 45 47.81
26 " Private" 3 " Single" " Blue-Collar" " Black" " Male" 40 43.4
20 " Government" 10 " Single" " Blue-Collar" " White" " Male" 15 54.45
43 " Private" 12 " Single" " Professional" " White" " Male" 50 50.13
20 " Private" 10 " Single" " Service" " White" " Female" 20 33.74
27 " Private" 9 " Married" " White-Collar" " White" " Male" 50 57.99
46 " Government" 10 " Married" " Blue-Collar" " White" " Male" 40 60.46
39 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 53.03
33 " Private" 10 " Single" " White-Collar" " White" " Male" 49 51.92
42 " Private" 11 " Married" " White-Collar" " White" " Male" 32 59.11
23 " Private" 9 " Single" " White-Collar" " White" " Male" 25 49.32
29 " Private" 13 " Married" " White-Collar" " White" " Female" 42 48.6
27 " Private" 9 " Single" " Blue-Collar" " White" " Male" 60 51.01
43 " Self-Employed" 9 " Divorced" " Blue-Collar" " White" " Male" 35 52.34
23 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 49.31
40 " Government" 14 " Divorced" " Professional" " White" " Female" 44 53.7
35 " Government" 10 " Married" " Service" " White" " Male" 61 58.44
30 " Private" 9 " Single" " Sales" " White" " Male" 40 50.58
59 " Private" 7 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 43.84
65 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 40 54.26
28 " Private" 14 " Married" " Professional" " White" " Male" 60 54.31
79 " Private" 13 " Married" " Sales" " White" " Male" 40 58.48
43 " Government" 14 " Married" " Professional" " Black" " Female" 35 47.65
54 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 49.35
27 " Private" 9 " Married" " Blue-Collar" " White" " Male" 62 54.51
30 " Private" 13 " Married" " Professional" " White" " Male" 35 52
22 " Other/Unknown" 13 " Single" " Other/Unknown" " Asian-Pac-Islander" " Female" 15 37.01
34 " Private" 9 " Married" " Service" " White" " Female" 65 44.84
18 " Private" 7 " Single" " Professional" " White" " Male" 3 46.63
40 " Self-Employed" 11 " Married" " Professional" " White" " Female" 15 40.64
28 " Private" 5 " Married" " Sales" " White" " Male" 40 45.55
18 " Private" 9 " Single" " White-Collar" " White" " Female" 40 41.45
46 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 56.87
23 " Private" 9 " Single" " White-Collar" " White" " Female" 35 41.56
77 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Male" 6 50.99
41 " Government" 14 " Married" " White-Collar" " White" " Male" 40 62.12
48 " Private" 10 " Divorced" " White-Collar" " White" " Male" 50 55.15
29 " Private" 13 " Single" " Professional" " White" " Male" 50 47.1
41 " Private" 7 " Divorced" " Blue-Collar" " White" " Female" 40 39.79
41 " Private" 5 " Separated" " Service" " White" " Male" 40 48.51
34 " Private" 12 " Married" " Professional" " White" " Male" 55 56.15
49 " Self-Employed" 12 " Divorced" " Sales" " White" " Male" 50 48.85
49 " Private" 9 " Separated" " Sales" " White" " Male" 50 48.1
30 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 52.4
28 " Private" 13 " Single" " Sales" " White" " Male" 40 51.91
62 " Government" 13 " Married" " White-Collar" " White" " Male" 40 62.7
41 " Private" 10 " Married" " Professional" " White" " Male" 52 54.14
20 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 49.65
61 " Private" 1 " Married" " Service" " Asian-Pac-Islander" " Male" 40 41.32
30 " Private" 13 " Single" " Service" " White" " Male" 60 48.13
29 " Government" 15 " Single" " Professional" " White" " Female" 55 44.89
50 " Private" 14 " Divorced" " Sales" " White" " Female" 45 41.68
44 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 56.58
25 " Private" 13 " Married" " Professional" " White" " Male" 45 52.95
62 " Private" 11 " Divorced" " Sales" " White" " Female" 40 44.75
57 " Private" 10 " Widowed" " Blue-Collar" " White" " Female" 40 40.25
35 " Private" 13 " Single" " White-Collar" " White" " Male" 45 57.3
26 " Private" 13 " Single" " Sales" " White" " Female" 40 38.25
60 " Private" 4 " Married" " Blue-Collar" " White" " Female" 40 44.4
22 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 51.8
62 " Government" 14 " Separated" " Professional" " White" " Female" 50 48.38
26 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.2
26 " Private" 10 " Single" " White-Collar" " White" " Male" 20 55.93
44 " Private" 13 " Married" " Sales" " White" " Male" 40 57.31
32 " Private" 13 " Single" " White-Collar" " White" " Male" 40 53.93
66 " Self-Employed" 13 " Married" " Sales" " White" " Male" 50 47.2
24 " Private" 1 " Single" " Blue-Collar" " White" " Female" 30 40.01
19 " Private" 10 " Single" " Service" " White" " Male" 25 49.89
54 " Self-Employed" 13 " Married" " White-Collar" " White" " Male" 50 60.61
37 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 55.85
38 " Private" 13 " Married" " White-Collar" " White" " Male" 50 59.93
37 " Self-Employed" 13 " Married" " Blue-Collar" " White" " Male" 50 55.01
22 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 35 49.97
34 " Private" 10 " Married" " Sales" " White" " Male" 25 50.47
35 " Self-Employed" 9 " Divorced" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 15 39.15
42 " Government" 14 " Married" " Professional" " White" " Male" 40 57.56
47 " Government" 13 " Married" " White-Collar" " White" " Female" 40 53.46
29 " Self-Employed" 13 " Divorced" " Professional" " White" " Female" 80 35.13
34 " Private" 9 " Single" " Service" " White" " Male" 40 49.58
38 " Self-Employed" 13 " Married" " Professional" " White" " Male" 70 53.68
62 " Self-Employed" 9 " Divorced" " White-Collar" " Black" " Male" 40 45.43
35 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 59.67
37 " Private" 9 " Married" " White-Collar" " White" " Female" 40 48.63
47 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.38
37 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 56.93
22 " Private" 11 " Single" " Service" " White" " Female" 30 38.78
60 " Self-Employed" 7 " Married" " Blue-Collar" " White" " Male" 40 54.34
31 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 55.75
74 " Other/Unknown" 6 " Married" " Other/Unknown" " Amer-Indian-Eskimo" " Male" 30 38.97
63 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 57.32
30 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 50.24
44 " Other/Unknown" 9 " Married" " Other/Unknown" " Black" " Male" 30 39.78
40 " Self-Employed" 15 " Married" " Professional" " White" " Male" 40 53.4
35 " Self-Employed" 10 " Married" " Service" " White" " Male" 60 53.47
50 " Government" 10 " Married" " Blue-Collar" " White" " Male" 40 56.81
18 " Private" 10 " Single" " Sales" " White" " Female" 10 39.39
33 " Private" 11 " Married" " Service" " White" " Male" 40 54.49
59 " Self-Employed" 4 " Married" " Blue-Collar" " White" " Male" 70 55.03
17 " Private" 7 " Single" " Service" " White" " Male" 20 48.01
47 " Private" 9 " Married" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 40 43.02
51 " Other/Unknown" 10 " Divorced" " Other/Unknown" " Black" " Male" 50 40.42
26 " Private" 13 " Single" " Professional" " White" " Male" 40 49.94
32 " Government" 10 " Married" " Service" " White" " Female" 40 45.65
55 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.02
36 " Government" 10 " Single" " Service" " Black" " Female" 40 44.35
54 " Private" 9 " Married" " White-Collar" " White" " Male" 40 57.36
19 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Female" 30 34.44
32 " Private" 14 " Single" " White-Collar" " White" " Female" 45 42.05
52 " Government" 16 " Married" " White-Collar" " White" " Male" 40 63.06
39 " Private" 9 " Married" " Sales" " Black" " Female" 28 46.21
39 " Government" 9 " Single" " White-Collar" " White" " Female" 45 42.8
59 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 50 59.05
55 " Government" 13 " Divorced" " Professional" " White" " Male" 40 54.55
54 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 60 53.82
31 " Private" 9 " Married" " Service" " White" " Male" 40 50.13
19 " Other/Unknown" 7 " Single" " Other/Unknown" " Black" " Male" 25 35.43
30 " Private" 9 " Married" " White-Collar" " Amer-Indian-Eskimo" " Female" 40 42.59
47 " Government" 13 " Married" " White-Collar" " White" " Female" 40 51.1
31 " Private" 12 " Divorced" " White-Collar" " White" " Male" 40 50.92
32 " Self-Employed" 13 " Divorced" " Blue-Collar" " Asian-Pac-Islander" " Male" 47 44.52
33 " Private" 11 " Single" " Blue-Collar" " Black" " Female" 40 43.2
31 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 50.66
32 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.46
46 " Private" 9 " Married" " Service" " White" " Male" 35 53.65
29 " Private" 9 " Married" " Service" " White" " Female" 20 37.48
41 " Government" 9 " Married" " Blue-Collar" " Black" " Male" 40 52.53
39 " Private" 9 " Married" " White-Collar" " White" " Male" 60 58.54
34 " Private" 9 " Married" " White-Collar" " White" " Female" 20 48.62
23 " Private" 13 " Single" " White-Collar" " Black" " Male" 24 43.67
53 " Self-Employed" 14 " Married" " Sales" " White" " Male" 65 52.27
45 " Self-Employed" 9 " Married" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 44.1
34 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Female" 10 41.71
47 " Private" 9 " Divorced" " Sales" " White" " Female" 40 38.51
24 " Other/Unknown" 4 " Married" " Other/Unknown" " White" " Male" 60 50.52
42 " Private" 14 " Divorced" " Service" " Black" " Female" 35 43.04
53 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 56.35
38 " Self-Employed" 9 " Divorced" " Sales" " White" " Male" 55 43.14
26 " Private" 9 " Single" " Blue-Collar" " White" " Male" 70 48.63
18 " Private" 7 " Single" " Blue-Collar" " White" " Male" 20 47.47
43 " Private" 6 " Separated" " Service" " Black" " Female" 40 38.1
26 " Private" 13 " Single" " White-Collar" " Black" " Female" 32 44.95
47 " Private" 13 " Divorced" " White-Collar" " White" " Female" 40 45.81
26 " Private" 11 " Married" " Blue-Collar" " White" " Male" 65 58.32
21 " Other/Unknown" 10 " Married" " Other/Unknown" " Black" " Female" 20 39.76
32 " Government" 10 " Divorced" " Service" " White" " Female" 38 45.31
48 " Self-Employed" 16 " Married" " Professional" " White" " Male" 55 54.7
39 " Private" 14 " Divorced" " White-Collar" " Black" " Female" 60 45.58
58 " Self-Employed" 13 " Married" " Professional" " White" " Male" 40 52.55
55 " Self-Employed" 4 " Single" " Service" " White" " Female" 60 33.71
40 " Private" 9 " Single" " Blue-Collar" " White" " Male" 55 49.53
33 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 53.94
74 " Self-Employed" 16 " Married" " Professional" " White" " Male" 25 51.25
49 " Self-Employed" 9 " Widowed" " Blue-Collar" " White" " Male" 55 50.48
56 " Self-Employed" 7 " Widowed" " Service" " White" " Female" 65 36.93
29 " Private" 13 " Single" " Professional" " White" " Female" 40 38.37
25 " Private" 12 " Single" " Blue-Collar" " Black" " Male" 48 45.31
57 " Private" 8 " Married" " White-Collar" " Black" " Male" 40 49.3
29 " Private" 9 " Married" " Professional" " White" " Male" 40 52.96
28 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 49.46
59 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.49
30 " Private" 13 " Single" " White-Collar" " White" " Male" 60 55.52
28 " Other/Unknown" 9 " Single" " Other/Unknown" " Black" " Female" 40 35.88
19 " Private" 10 " Single" " Service" " White" " Female" 20 35.92
40 " Private" 10 " Single" " Sales" " Black" " Female" 45 37.18
28 " Private" 10 " Single" " White-Collar" " Black" " Female" 40 45.29
48 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Male" 55 50.44
20 " Private" 10 " Single" " Service" " White" " Female" 10 37.3
58 " Private" 13 " Married" " Professional" " White" " Female" 35 43.43
19 " Private" 10 " Single" " White-Collar" " Black" " Male" 30 42.74
75 " Other/Unknown" 9 " Widowed" " Other/Unknown" " White" " Female" 8 36.64
24 " Government" 13 " Single" " Professional" " White" " Female" 30 42.72
31 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 55.21
28 " Self-Employed" 9 " Divorced" " Blue-Collar" " White" " Male" 35 50.67
41 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 56.28
23 " Government" 10 " Single" " Sales" " White" " Female" 35 41.33
46 " Private" 9 " Married" " Blue-Collar" " White" " Male" 43 54.55
33 " Private" 8 " Single" " Blue-Collar" " Black" " Male" 40 44.68
34 " Private" 10 " Married" " Service" " White" " Male" 50 55.74
47 " Government" 13 " Divorced" " Professional" " White" " Male" 50 56.73
81 " Private" 9 " Married" " White-Collar" " White" " Male" 26 54.2
45 " Private" 9 " Widowed" " Blue-Collar" " Other" " Male" 40 44.33
35 " Private" 9 " Single" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 39.35
59 " Self-Employed" 13 " Widowed" " Professional" " White" " Female" 50 39.15
46 " Government" 13 " Married" " White-Collar" " White" " Male" 48 66.97
39 " Private" 9 " Married" " Blue-Collar" " White" " Male" 35 55
23 " Private" 10 " Single" " Blue-Collar" " Black" " Male" 40 44.48
25 " Private" 12 " Single" " White-Collar" " White" " Female" 40 40.6
37 " Private" 2 " Single" " Service" " White" " Male" 40 46.99
49 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 50 54.82
25 " Private" 9 " Married" " Sales" " White" " Male" 48 47.22
32 " Private" 13 " Married" " Sales" " White" " Male" 60 54.29
34 " Government" 10 " Single" " Blue-Collar" " White" " Male" 40 52.46
40 " Private" 13 " Married" " White-Collar" " White" " Male" 40 58.12
33 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 45.8
78 " Other/Unknown" 4 " Married" " Other/Unknown" " White" " Male" 20 50.51
31 " Private" 13 " Married" " Service" " White" " Male" 43 53.1
61 " Private" 10 " Divorced" " Service" " White" " Male" 25 49.41
22 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.55
29 " Private" 11 " Married" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 44.61
37 " Private" 9 " Separated" " Blue-Collar" " Black" " Male" 40 41.34
35 " Private" 7 " Divorced" " Blue-Collar" " White" " Female" 40 39.65
52 " Self-Employed" 14 " Married" " White-Collar" " White" " Male" 60 53.21
37 " Other/Unknown" 9 " Divorced" " Other/Unknown" " White" " Female" 30 35.07
18 " Private" 7 " Single" " Blue-Collar" " White" " Male" 20 49.27
37 " Private" 6 " Married" " Blue-Collar" " White" " Male" 48 55.6
46 " Private" 15 " Married" " Professional" " Black" " Male" 40 47.41
25 " Other/Unknown" 7 " Single" " Other/Unknown" " White" " Male" 40 46.16
47 " Government" 13 " Married" " White-Collar" " White" " Male" 40 59.27
55 " Private" 13 " Married" " Professional" " White" " Male" 60 56.26
32 " Private" 10 " Married" " White-Collar" " Other" " Female" 40 38.55
25 " Self-Employed" 10 " Divorced" " White-Collar" " White" " Female" 50 40.11
50 " Government" 9 " Widowed" " Service" " Black" " Female" 40 43.14
18 " Private" 8 " Single" " Blue-Collar" " Black" " Male" 20 40.99
25 " Private" 5 " Single" " Blue-Collar" " White" " Male" 40 49.52
23 " Private" 13 " Single" " Professional" " White" " Female" 40 40.31
51 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 40 48.66
47 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 65 51.25
37 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 52.17
37 " Private" 10 " Divorced" " White-Collar" " White" " Female" 25 45.15
27 " Private" 3 " Single" " Blue-Collar" " White" " Male" 40 49.57
19 " Private" 7 " Single" " Sales" " White" " Female" 25 37.52
52 " Government" 8 " Married" " Blue-Collar" " White" " Male" 40 59.74
25 " Self-Employed" 11 " Married" " Service" " White" " Female" 45 37.38
17 " Other/Unknown" 8 " Single" " Other/Unknown" " Other" " Female" 40 27.1
21 " Private" 9 " Single" " White-Collar" " White" " Female" 40 45.83
41 " Self-Employed" 11 " Married" " Blue-Collar" " White" " Male" 60 53.71
55 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.7
20 " Other/Unknown" 6 " Separated" " Other/Unknown" " White" " Female" 40 31.5
24 " Private" 10 " Married" " Service" " White" " Male" 40 50.36
41 " Government" 13 " Married" " Professional" " White" " Male" 38 59.98
23 " Private" 10 " Single" " Sales" " White" " Female" 35 36.97
33 " Private" 9 " Married" " White-Collar" " White" " Female" 40 46.01
29 " Private" 13 " Single" " White-Collar" " White" " Female" 45 45.97
50 " Government" 10 " Married" " White-Collar" " Amer-Indian-Eskimo" " Female" 40 49.3
37 " Self-Employed" 7 " Married" " Sales" " White" " Male" 60 50.45
48 " Private" 11 " Married" " Blue-Collar" " White" " Male" 40 54.38
19 " Government" 10 " Single" " White-Collar" " White" " Female" 10 44.99
40 " Private" 10 " Divorced" " Blue-Collar" " White" " Male" 40 56.22
30 " Private" 9 " Single" " Blue-Collar" " White" " Female" 70 39.2
65 " Private" 7 " Married" " Service" " White" " Male" 20 53.54
44 " Government" 13 " Married" " White-Collar" " Black" " Male" 48 54.5
32 " Private" 13 " Divorced" " Sales" " White" " Male" 45 51.28
41 " Private" 10 " Married" " Sales" " White" " Male" 65 56.73
28 " Private" 4 " Married" " Professional" " White" " Male" 55 52.19
44 " Government" 11 " Married" " Service" " White" " Male" 48 56.63
39 " Government" 12 " Divorced" " Service" " White" " Female" 55 42.9
59 " Private" 9 " Widowed" " White-Collar" " White" " Female" 40 43.31
31 " Private" 14 " Married" " White-Collar" " White" " Male" 60 59.37
34 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 51.81
20 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 47.87
33 " Private" 13 " Married" " Professional" " White" " Male" 40 55.31
52 " Private" 16 " Married" " Professional" " White" " Male" 65 56.49
31 " Private" 12 " Divorced" " Service" " White" " Female" 44 39.95
39 " Private" 9 " Married" " Blue-Collar" " White" " Male" 43 57.84
35 " Private" 9 " Married" " White-Collar" " White" " Male" 45 56.17
37 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 53.62
44 " Self-Employed" 15 " Married" " Professional" " White" " Male" 32 53.38
28 " Private" 12 " Single" " Sales" " White" " Male" 65 51.35
17 " Private" 7 " Single" " Sales" " White" " Female" 15 37.89
23 " Private" 13 " Single" " Sales" " White" " Female" 60 38.51
35 " Private" 9 " Married" " Blue-Collar" " White" " Male" 80 56.67
19 " Private" 10 " Single" " Sales" " White" " Male" 20 47.72
30 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.94
27 " Private" 13 " Single" " White-Collar" " White" " Female" 40 43.59
29 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Male" 50 43.5
27 " Private" 11 " Single" " White-Collar" " White" " Male" 65 56.07
37 " Private" 9 " Married" " White-Collar" " White" " Male" 45 58.44
44 " Private" 11 " Married" " Professional" " White" " Male" 50 54.65
34 " Private" 13 " Married" " White-Collar" " White" " Male" 55 57.29
43 " Private" 9 " Separated" " Blue-Collar" " White" " Female" 40 42.38
41 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 50.81
34 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 50 50.82
23 " Private" 10 " Single" " White-Collar" " White" " Male" 45 55.89
51 " Private" 9 " Married" " White-Collar" " White" " Female" 20 48.77
24 " Private" 12 " Single" " White-Collar" " White" " Male" 40 54.35
38 " Self-Employed" 9 " Married" " Sales" " White" " Female" 24 38.78
24 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 40 45.46
53 " Self-Employed" 16 " Married" " Professional" " White" " Male" 40 51.46
33 " Private" 10 " Married" " White-Collar" " White" " Male" 56 57.59
24 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 54.27
45 " Private" 14 " Married" " White-Collar" " Black" " Male" 40 53.59
31 " Private" 7 " Divorced" " Blue-Collar" " White" " Male" 50 54.65
38 " Government" 10 " Widowed" " Blue-Collar" " Black" " Female" 47 46.45
28 " Private" 13 " Married" " White-Collar" " White" " Female" 50 48.07
38 " Private" 11 " Married" " Blue-Collar" " White" " Male" 50 55.72
25 " Private" 13 " Single" " White-Collar" " White" " Male" 50 53.34
29 " Private" 10 " Single" " Service" " White" " Male" 40 50.72
29 " Private" 9 " Single" " Professional" " White" " Female" 50 38.34
48 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 55.93
24 " Private" 11 " Single" " White-Collar" " Asian-Pac-Islander" " Female" 40 42.64
31 " Private" 9 " Single" " Service" " White" " Female" 30 38.43
36 " Private" 10 " Divorced" " White-Collar" " White" " Male" 45 55.12
62 " Private" 13 " Married" " Professional" " White" " Male" 50 53.99
25 " Private" 13 " Single" " Sales" " White" " Female" 40 39.05
55 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 42.64
21 " Private" 10 " Single" " Sales" " White" " Female" 40 37.25
60 " Private" 5 " Married" " Blue-Collar" " White" " Male" 45 58.28
41 " Private" 12 " Divorced" " Blue-Collar" " White" " Male" 40 52.69
43 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 57.52
30 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 54.57
47 " Private" 10 " Married" " Professional" " White" " Male" 40 51.58
50 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 57.41
41 " Self-Employed" 9 " Married" " Sales" " White" " Male" 55 50.26
23 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 48.52
